State,County,Year,Population,Unemployment Rate,2019 Median Income
OR,Wheeler County,2016,1319,9,
OR,Yamhill County,2016,104070,4.6,
OK,Oklahoma,2016,3926331,4.8,
OK,Adair County,2016,22305,3,
OK,Alfalfa County,2016,5936,3.3,
OK,Atoka County,2016,13894,6.6,
OK,Beaver County,2016,5435,3.1,
OK,Beckham County,2016,22427,7.2,
OK,Blaine County,2016,9625,3.2,
OK,Bryan County,2016,45599,4.9,
OK,Caddo County,2016,29630,5.3,
OK,Canadian County,2016,136386,4,
OK,Carter County,2016,48431,10.6,
OK,Cherokee County,2016,48791,5,
OK,Choctaw County,2016,14877,8.5,
OK,Cimarron County,2016,2189,2.5,
OK,Cleveland County,2016,277809,4.5,
OK,Coal County,2016,5652,7.3,
OK,Comanche County,2016,121743,3.1,
OK,Cotton County,2016,5933,4.8,
OK,Craig County,2016,14465,4.8,
OK,Creek County,2016,71191,5.8,
OK,Custer County,2016,29222,3.1,
OK,Delaware County,2016,41965,5.1,
OK,Dewey County,2016,4905,4,
OK,Ellis County,2016,4085,3.1,
OK,Garfield County,2016,62493,3.5,
OK,Garvin County,2016,27940,5.3,
OK,Grady County,2016,54683,5.4,
OK,Grant County,2016,4454,3.6,
OK,Greer County,2016,5954,7.4,
OK,Harmon County,2016,2712,3.8,
OK,Harper County,2016,3776,3.6,
OK,Haskell County,2016,12695,2.6,
OK,Hughes County,2016,13417,7.2,
OK,Jackson County,2016,25440,6.3,
OK,Jefferson County,2016,6250,5.7,
OK,Johnston County,2016,11126,4.7,
OK,Kay County,2016,44901,6.3,
OK,Kingfisher County,2016,15613,3.3,
OK,Kiowa County,2016,9025,2,
OK,Latimer County,2016,10550,8.6,
OK,Le Flore County,2016,50144,6.9,
OK,Lincoln County,2016,34872,4.8,
OK,Logan County,2016,46027,4.6,
OK,Love County,2016,10016,3.1,
OK,McClain County,2016,38597,4.1,
OK,McCurtain County,2016,33078,7.1,
OK,McIntosh County,2016,19766,5.8,
OK,Major County,2016,7751,4.1,
OK,Marshall County,2016,16237,5.3,
OK,Mayes County,2016,41035,5.1,
OK,Murray County,2016,13909,7.1,
OK,Muskogee County,2016,69012,5.4,
OK,Noble County,2016,11410,4.1,
OK,Nowata County,2016,10415,6.1,
OK,Okfuskee County,2016,12079,6.1,
OK,Oklahoma County,2016,784611,4.3,
OK,Okmulgee County,2016,39075,7.2,
OK,Osage County,2016,47364,4.4,
OK,Ottawa County,2016,31592,3.8,
OK,Pawnee County,2016,16471,3.3,
OK,Payne County,2016,81850,3.7,
OK,Pittsburg County,2016,44335,6.1,
OK,Pontotoc County,2016,38512,4.7,
OK,Pottawatomie County,2016,72001,3.5,
OK,Pushmataha County,2016,11070,7.3,
OK,Roger Mills County,2016,3671,5.1,
OK,Rogers County,2016,90992,5,
OK,Seminole County,2016,25137,4.3,
OK,Sequoyah County,2016,41867,6.2,
OK,Stephens County,2016,43998,5.9,
OK,Texas County,2016,21183,6.3,
OK,Tillman County,2016,7525,4.4,
OK,Tulsa County,2016,645951,4.7,
OK,Wagoner County,2016,77662,4.8,
OK,Washington County,2016,52027,8.6,
OK,Washita County,2016,11433,6.9,
OK,Woods County,2016,9157,3.2,
OK,Woodward County,2016,20975,6.2,
TX,Texas,2016,27914410,4.6,
TX,Anderson County,2016,57526,4.3,
TX,Andrews County,2016,17791,4.7,
TX,Angelina County,2016,87682,5.9,
TX,Aransas County,2016,25162,5.6,
TX,Archer County,2016,8781,4.3,
TX,Armstrong County,2016,1843,7.5,
TX,Atascosa County,2016,48720,5.3,
TX,Austin County,2016,29629,5.3,
TX,Bailey County,2016,7196,4.4,
TX,Bandera County,2016,21701,4.1,
TX,Bastrop County,2016,82591,3.7,
TX,Baylor County,2016,3638,3.6,
TX,Bee County,2016,32812,7.5,
TX,Bell County,2016,341094,9.2,
TX,Bexar County,2016,1927651,3.7,
TX,Blanco County,2016,11301,3.1,
TX,Borden County,2016,657,3.6,
TX,Bosque County,2016,18009,4.3,
TX,Bowie County,2016,93424,4.7,
TX,Brazoria County,2016,353155,5.2,
TX,Brazos County,2016,219739,3.5,
TX,Brewster County,2016,9211,3.8,
TX,Briscoe County,2016,1483,4.4,
TX,Brooks County,2016,7190,5.2,
TX,Brown County,2016,38039,3.4,
TX,Burleson County,2016,17848,4.6,
TX,Burnet County,2016,45817,3.5,
TX,Caldwell County,2016,41147,5.5,
TX,Calhoun County,2016,21948,6.5,
TX,Callahan County,2016,13789,4.3,
TX,Cameron County,2016,421350,7.4,
TX,Camp County,2016,12771,6.8,
TX,Carson County,2016,6096,3.3,
TX,Cass County,2016,30058,5.6,
TX,Castro County,2016,7765,3.1,
TX,Chambers County,2016,40163,5.4,
TX,Cherokee County,2016,51879,5,
TX,Childress County,2016,7204,3,
TX,Clay County,2016,10251,5.9,
TX,Cochran County,2016,2921,5.1,
TX,Coke County,2016,3259,4.2,
TX,Coleman County,2016,8412,5.8,
TX,Collin County,2016,943742,3.5,
TX,Collingsworth County,2016,3007,3.5,
TX,Colorado County,2016,21081,4.7,
TX,Comal County,2016,134343,3.6,
TX,Comanche County,2016,13543,3.1,
TX,Concho County,2016,4140,3.4,
TX,Cooke County,2016,39343,4,
TX,Coryell County,2016,74803,4.7,
TX,Cottle County,2016,1402,5.1,
TX,Crane County,2016,4779,8.6,
TX,Crockett County,2016,3642,5.2,
TX,Crosby County,2016,5911,4.4,
TX,Culberson County,2016,2220,4.1,
TX,Dallam County,2016,7357,2.2,
TX,Dallas County,2016,2591488,9.2,
TX,Dawson County,2016,12999,4.7,
TX,Deaf Smith County,2016,18846,3.1,
TX,Delta County,2016,5147,4.9,
TX,Denton County,2016,808212,3.4,
TX,DeWitt County,2016,20623,5.5,
TX,Dickens County,2016,2193,4.9,
TX,Dimmit County,2016,10679,7.1,
TX,Donley County,2016,3387,4,
TX,Duval County,2016,11431,4.9,
TX,Eastland County,2016,18240,5.4,
TX,Ector County,2016,157858,6.3,
TX,Edwards County,2016,1908,5.8,
TX,Ellis County,2016,168332,3.1,
TX,El Paso County,2016,834949,3.8,
TX,Erath County,2016,41372,4,
TX,Falls County,2016,17276,4.4,
TX,Fannin County,2016,33933,5.3,
TX,Fayette County,2016,25018,6.7,
TX,Fisher County,2016,3877,4.3,
TX,Floyd County,2016,5847,6,
TX,Foard County,2016,1200,3.7,
TX,Fort Bend County,2016,744160,5,
TX,Franklin County,2016,10677,5.9,
TX,Freestone County,2016,19669,6.7,
TX,Frio County,2016,19584,4.9,
TX,Gaines County,2016,20446,3.7,
TX,Galveston County,2016,328820,5.3,
TX,Garza County,2016,6212,3.9,
TX,Gillespie County,2016,26206,2.8,
TX,Glasscock County,2016,1365,3.9,
TX,Goliad County,2016,7512,5.8,
TX,Gonzales County,2016,20787,4.2,
TX,Gray County,2016,22741,2.3,
TX,Grayson County,2016,128291,6.8,
TX,Gregg County,2016,123367,6.1,
TX,Grimes County,2016,27494,6.6,
TX,Guadalupe County,2016,154492,6.4,
TX,Hale County,2016,34107,7.6,
TX,Hall County,2016,3113,4.5,
TX,Hamilton County,2016,8237,5.6,
TX,Hansford County,2016,5592,3.1,
TX,Hardeman County,2016,3982,6.1,
TX,Hardin County,2016,56242,9.7,
TX,Harris County,2016,4623960,4.9,
TX,Harrison County,2016,66611,4.2,
TX,Hartley County,2016,5740,2,
TX,Haskell County,2016,5751,2.6,
TX,Hays County,2016,204546,3.3,
TX,Hemphill County,2016,4101,3.7,
TX,Henderson County,2016,80062,6.1,
TX,Hidalgo County,2016,848960,5.4,
TX,Hill County,2016,35102,4.3,
TX,Hockley County,2016,23043,4.6,
TX,Hood County,2016,56569,4.7,
TX,Hopkins County,2016,36184,5.7,
TX,Houston County,2016,22897,5.8,
TX,Howard County,2016,36214,3.3,
TX,Hudspeth County,2016,4254,6,
TX,Hunt County,2016,91895,4.3,
TX,Hutchinson County,2016,21528,2.5,
TX,Irion County,2016,1562,3.2,
TX,Jack County,2016,8789,4.9,
TX,Jackson County,2016,14873,6.3,
TX,Jasper County,2016,35417,4.8,
TX,Jeff Davis County,2016,2231,6.4,
TX,Jefferson County,2016,255748,5.7,
TX,Jim Hogg County,2016,5257,9.5,
TX,Jim Wells County,2016,41181,10.5,
TX,Johnson County,2016,162763,4.7,
TX,Jones County,2016,19971,4.8,
TX,Karnes County,2016,15494,4.9,
TX,Kaufman County,2016,117904,3.8,
TX,Kendall County,2016,41903,5.1,
TX,Kenedy County,2016,436,4.6,
TX,Kent County,2016,748,4.9,
TX,Kerr County,2016,51426,3.6,
TX,Kimble County,2016,4413,3.8,
TX,King County,2016,292,3.9,
TX,Kinney County,2016,3636,5.8,
TX,Kleberg County,2016,31304,6.7,
TX,Knox County,2016,3732,6.2,
TX,Lamar County,2016,49528,5.6,
TX,Lamb County,2016,13195,6.5,
TX,Lampasas County,2016,20524,4.1,
TX,La Salle County,2016,7596,5.1,
TX,Lavaca County,2016,19891,4.2,
TX,Lee County,2016,16975,5.2,
TX,Leon County,2016,17200,4.5,
TX,Liberty County,2016,81354,5.1,
TX,Limestone County,2016,23472,5.2,
TX,Lipscomb County,2016,3494,4.4,
TX,Live Oak County,2016,12023,5.9,
TX,Llano County,2016,20592,4.2,
TX,Loving County,2016,117,4.7,
TX,Lubbock County,2016,302094,3.4,
TX,Lynn County,2016,5775,4,
TX,McCulloch County,2016,8124,4.5,
TX,McLennan County,2016,247553,3.9,
TX,McMullen County,2016,806,2.1,
TX,Madison County,2016,14120,5.1,
TX,Marion County,2016,10125,6.6,
TX,Martin County,2016,5616,4.8,
TX,Mason County,2016,4161,7.1,
TX,Matagorda County,2016,37088,7.3,
TX,Maverick County,2016,58041,11.2,
TX,Medina County,2016,49254,4.3,
TX,Menard County,2016,2091,4.7,
TX,Midland County,2016,163850,4.7,
TX,Milam County,2016,24680,5.1,
TX,Mills County,2016,4884,3.6,
TX,Mitchell County,2016,8474,6.6,
TX,Montague County,2016,19390,4.9,
TX,Montgomery County,2016,555216,5.6,
TX,Moore County,2016,21641,5,
TX,Morris County,2016,12429,3.8,
TX,Motley County,2016,1170,3.5,
TX,Nacogdoches County,2016,65549,4.7,
TX,Navarro County,2016,48405,4.2,
TX,Newton County,2016,14160,3.9,
TX,Nolan County,2016,15044,4.8,
TX,Nueces County,2016,361642,5.6,
TX,Ochiltree County,2016,10257,5.2,
TX,Oldham County,2016,2074,3.4,
TX,Orange County,2016,84549,4,
TX,Palo Pinto County,2016,28125,5.5,
TX,Panola County,2016,23419,7.3,
TX,Parker County,2016,128967,4.1,
TX,Parmer County,2016,9762,2.5,
TX,Pecos County,2016,15881,5.9,
TX,Polk County,2016,47656,4.9,
TX,Potter County,2016,120632,7.8,
TX,Presidio County,2016,7156,10.7,
TX,Rains County,2016,11304,4,
TX,Randall County,2016,132342,2.9,
TX,Reagan County,2016,3726,6.2,
TX,Real County,2016,3399,5.7,
TX,Red River County,2016,12179,5.8,
TX,Reeves County,2016,15229,5.3,
TX,Refugio County,2016,7272,6.6,
TX,Roberts County,2016,910,4.1,
TX,Robertson County,2016,16804,6.2,
TX,Rockwall County,2016,93421,3.5,
TX,Runnels County,2016,10276,3.9,
TX,Rusk County,2016,52892,5.8,
TX,Sabine County,2016,10381,9.4,
TX,San Augustine County,2016,8288,8.9,
TX,San Jacinto County,2016,27732,6.3,
TX,San Patricio County,2016,67311,7.4,
TX,San Saba County,2016,5922,3.4,
TX,Schleicher County,2016,3057,5.2,
TX,Scurry County,2016,17394,5.9,
TX,Shackelford County,2016,3337,3.8,
TX,Shelby County,2016,25566,4.3,
TX,Sherman County,2016,3070,3.3,
TX,Smith County,2016,225161,3.2,
TX,Somervell County,2016,8671,4.8,
TX,Starr County,2016,63894,13.3,
TX,Stephens County,2016,9377,5.9,
TX,Sterling County,2016,1339,3.9,
TX,Stonewall County,2016,1401,4.4,
TX,Sutton County,2016,3886,7.9,
TX,Swisher County,2016,7428,4.2,
TX,Tarrant County,2016,2023556,4,
TX,Taylor County,2016,136257,5.4,
TX,Terrell County,2016,818,6.5,
TX,Terry County,2016,12770,4.8,
TX,Throckmorton County,2016,1537,3.5,
TX,Titus County,2016,32463,6.2,
TX,Tom Green County,2016,117634,4.5,
TX,Travis County,2016,1206110,3.2,
TX,Trinity County,2016,14543,7.1,
TX,Tyler County,2016,21423,7.3,
TX,Upshur County,2016,40771,6.4,
TX,Upton County,2016,3690,5.3,
TX,Uvalde County,2016,27081,5.3,
TX,Val Verde County,2016,48911,6.2,
TX,Van Zandt County,2016,54367,4.3,
TX,Victoria County,2016,92402,5.4,
TX,Walker County,2016,71845,7.4,
TX,Waller County,2016,50046,5.6,
TX,Ward County,2016,11571,4.1,
TX,Washington County,2016,34740,8.6,
TX,Webb County,2016,272301,4.9,
TX,Wharton County,2016,41609,5,
TX,Wheeler County,2016,5518,9,
TX,Wichita County,2016,131295,2.3,
TX,Wilbarger County,2016,12880,4.7,
TX,Willacy County,2016,21761,12.2,
TX,Williamson County,2016,527622,6.2,
TX,Wilson County,2016,48212,6,
TX,Winkler County,2016,7915,7.7,
TX,Wise County,2016,64478,4.7,
TX,Wood County,2016,43753,4.2,
TX,Yoakum County,2016,8652,4.8,
TX,Young County,2016,18098,4.4,
TX,Zapata County,2016,14446,10.7,
TX,Zavala County,2016,12121,13.9,
IA,Adair County,2016,7005,3,
IA,Adams County,2016,3692,3.6,
IA,Allamakee County,2016,13851,5,
IA,Appanoose County,2016,12505,4.7,
IA,Audubon County,2016,5626,3.3,
IA,Benton County,2016,25644,2.9,
IA,Black Hawk County,2016,133077,4.6,
IA,Boone County,2016,26416,3.7,
IA,Bremer County,2016,24747,3.6,
IA,Buchanan County,2016,21007,4.1,
IA,Buena Vista County,2016,20325,3.5,
IA,Butler County,2016,14702,6.9,
IA,Calhoun County,2016,9811,6.5,
IA,Carroll County,2016,20388,3.6,
IA,Cass County,2016,13176,5.6,
IA,Cedar County,2016,18348,3.3,
IA,Cerro Gordo County,2016,43096,3.6,
IA,Cherokee County,2016,11394,5,
IA,Chickasaw County,2016,12094,4.4,
IA,Clarke County,2016,9288,10.8,
IA,Clay County,2016,16295,5.9,
IA,Clayton County,2016,17661,6.6,
IA,Clinton County,2016,47248,4.5,
IA,Crawford County,2016,17103,3.9,
IA,Dallas County,2016,84248,9.2,
IA,Davis County,2016,8884,4.3,
IA,Decatur County,2016,8053,6.6,
IA,Delaware County,2016,17288,5.1,
IA,Des Moines County,2016,39613,4.9,
IA,Dickinson County,2016,17109,4.3,
IA,Dubuque County,2016,96763,3.6,
IA,Emmet County,2016,9581,4.3,
IA,Fayette County,2016,19858,6.7,
IA,Floyd County,2016,15857,6,
IA,Franklin County,2016,10177,5.9,
IA,Fremont County,2016,6947,5.2,
IA,Greene County,2016,9001,9.9,
IA,Grundy County,2016,12286,6.7,
IA,Guthrie County,2016,10642,3.6,
IA,Hamilton County,2016,15075,5.6,
IA,Hancock County,2016,10887,8.4,
IA,Hardin County,2016,17196,9.7,
IA,Harrison County,2016,14046,4.2,
IA,Henry County,2016,19833,6.5,
IA,Howard County,2016,9257,3.3,
IA,Humboldt County,2016,9530,4.9,
IA,Ida County,2016,6961,2.6,
IA,Iowa County,2016,16192,3.1,
IA,Jackson County,2016,19393,6.3,
IA,Jasper County,2016,36736,4.8,
IA,Jefferson County,2016,18063,5.7,
IA,Johnson County,2016,146928,4.7,
IA,Jones County,2016,20392,4.8,
IA,Keokuk County,2016,10170,4.3,
IA,Kossuth County,2016,15104,2.6,
IA,Lee County,2016,34458,5.2,
IA,Linn County,2016,222188,3.7,
IA,Louisa County,2016,11221,3.9,
IA,Lucas County,2016,8555,3.2,
IA,Lyon County,2016,11780,2,
IA,Madison County,2016,15796,5.1,
IA,Mahaska County,2016,22186,3.7,
IA,Marion County,2016,33146,6.6,
IA,Marshall County,2016,40135,5.3,
IA,Mills County,2016,15053,3.6,
IA,Mitchell County,2016,10644,6.6,
IA,Monona County,2016,8786,4.1,
IA,Monroe County,2016,7836,9,
IA,Montgomery County,2016,10124,5.6,
IA,Muscatine County,2016,42968,3.8,
IA,O'Brien County,2016,13926,2.8,
IA,Osceola County,2016,6095,4.9,
IA,Page County,2016,15329,5,
IA,Palo Alto County,2016,9034,3.1,
IA,Plymouth County,2016,25180,2.6,
IA,Pocahontas County,2016,6854,2.9,
IA,Polk County,2016,474277,4.9,
IA,Pottawattamie County,2016,93518,3.4,
IA,Poweshiek County,2016,18279,3.4,
IA,Ringgold County,2016,4985,3.5,
IA,Sac County,2016,9816,3,
IA,Scott County,2016,172135,3.7,
IA,Shelby County,2016,11655,4.3,
IA,Sioux County,2016,34944,2.3,
IA,Story County,2016,96893,2.3,
IA,Tama County,2016,17192,4.2,
IA,Taylor County,2016,6213,5.4,
IA,Union County,2016,12360,5.5,
IA,Van Buren County,2016,7241,6.9,
IA,Wapello County,2016,35265,5.8,
IA,Warren County,2016,49356,6.9,
IA,Washington County,2016,22126,8.6,
IA,Wayne County,2016,6447,6.8,
IA,Webster County,2016,36781,8.6,
IA,Winnebago County,2016,10602,6.7,
IA,Winneshiek County,2016,20427,3.5,
IA,Woodbury County,2016,102686,3.6,
IA,Worth County,2016,7471,5.8,
IA,Wright County,2016,12839,4.1,
OR,Oregon,2017,4143625,4.1,
OR,Baker County,2017,16083,4.2,
OR,Benton County,2017,91790,3,
OR,Clackamas County,2017,412442,3.7,
OR,Clatsop County,2017,39101,4.1,
OR,Columbia County,2017,51724,5,
OR,Coos County,2017,63708,3.5,
OR,Crook County,2017,23065,6.3,
OR,Curry County,2017,22630,4.6,
OR,Deschutes County,2017,186744,4.2,
OR,Douglas County,2017,109197,2.4,
OR,Gilliam County,2017,1862,4.2,
OR,Grant County,2017,7188,3.2,
OR,Harney County,2017,7258,6.3,
OR,Hood River County,2017,23398,3.6,
OR,Jackson County,2017,216746,4.8,
OR,Jefferson County,2017,23652,4.3,
OR,Josephine County,2017,86584,5.4,
OR,Klamath County,2017,66810,5.9,
OR,Lake County,2017,7874,5.8,
OR,Lane County,2017,375264,3.3,
OR,Lincoln County,2017,48757,4.2,
OR,Linn County,2017,125035,3.4,
OR,Malheur County,2017,30385,4.6,
OR,Marion County,2017,340531,4.8,
OR,Morrow County,2017,11198,5,
OR,Multnomah County,2017,807885,3.6,
OR,Polk County,2017,83711,4.5,
OR,Sherman County,2017,1735,2.9,
OR,Tillamook County,2017,26522,4.2,
OR,Umatilla County,2017,77120,4.8,
OR,Union County,2017,26383,5.3,
OR,Wallowa County,2017,7025,5.7,
OR,Wasco County,2017,26296,4.2,
OR,Washington County,2017,591336,6.8,
OR,Wheeler County,2017,1348,8.9,
OR,Yamhill County,2017,105238,3.7,
OK,Oklahoma,2017,3931316,4.2,
OK,Adair County,2017,22119,2.8,
OK,Alfalfa County,2017,5913,2.6,
OK,Atoka County,2017,13779,5.3,
OK,Beaver County,2017,5364,2.6,
OK,Beckham County,2017,21779,3.8,
OK,Blaine County,2017,9512,2.6,
OK,Bryan County,2017,46481,4.2,
OK,Caddo County,2017,29356,4.4,
OK,Canadian County,2017,140001,3.5,
OK,Carter County,2017,48273,9.9,
OK,Cherokee County,2017,48891,4.1,
OK,Choctaw County,2017,14804,6.3,
OK,Cimarron County,2017,2152,2.3,
OK,Cleveland County,2017,279542,4.3,
OK,Coal County,2017,5630,5.3,
OK,Comanche County,2017,121786,2.9,
OK,Cotton County,2017,5863,4,
OK,Craig County,2017,14332,4.3,
OK,Creek County,2017,71890,5,
OK,Custer County,2017,28974,3,
OK,Delaware County,2017,42672,4.3,
OK,Dewey County,2017,4899,2.9,
OK,Ellis County,2017,3970,2.5,
OK,Garfield County,2017,61600,2.9,
OK,Garvin County,2017,27857,4.1,
OK,Grady County,2017,54829,4.8,
OK,Grant County,2017,4379,3.2,
OK,Greer County,2017,5793,5.2,
OK,Harmon County,2017,2710,3.8,
OK,Harper County,2017,3784,3.7,
OK,Haskell County,2017,12726,2.3,
OK,Hughes County,2017,13265,5.5,
OK,Jackson County,2017,25112,4.8,
OK,Jefferson County,2017,6164,4.3,
OK,Johnston County,2017,11121,4.1,
OK,Kay County,2017,44403,5.4,
OK,Kingfisher County,2017,15688,2.8,
OK,Kiowa County,2017,8849,1.7,
OK,Latimer County,2017,10318,7.4,
OK,Le Flore County,2017,50020,5.7,
OK,Lincoln County,2017,34961,4.2,
OK,Logan County,2017,46785,3.8,
OK,Love County,2017,10076,2.9,
OK,McClain County,2017,39306,3.5,
OK,McCurtain County,2017,33031,6.2,
OK,McIntosh County,2017,19701,5,
OK,Major County,2017,7684,3.1,
OK,Marshall County,2017,16364,3.8,
OK,Mayes County,2017,40988,4.7,
OK,Murray County,2017,13918,6.1,
OK,Muskogee County,2017,69027,5.1,
OK,Noble County,2017,11303,3.1,
OK,Nowata County,2017,10322,5.4,
OK,Okfuskee County,2017,12076,6,
OK,Oklahoma County,2017,786068,4,
OK,Okmulgee County,2017,38819,6.2,
OK,Osage County,2017,47346,4,
OK,Ottawa County,2017,31368,3.1,
OK,Pawnee County,2017,16419,3.3,
OK,Payne County,2017,81908,3.5,
OK,Pittsburg County,2017,44154,5.2,
OK,Pontotoc County,2017,38371,3.9,
OK,Pottawatomie County,2017,72185,3.1,
OK,Pushmataha County,2017,11118,6.1,
OK,Roger Mills County,2017,3661,3.2,
OK,Rogers County,2017,91435,4.4,
OK,Seminole County,2017,24845,3.7,
OK,Sequoyah County,2017,41742,5.4,
OK,Stephens County,2017,43340,5.2,
OK,Texas County,2017,20924,4.9,
OK,Tillman County,2017,7399,4.2,
OK,Tulsa County,2017,646437,4.2,
OK,Wagoner County,2017,78984,4.3,
OK,Washington County,2017,51996,6.8,
OK,Washita County,2017,11055,4.4,
OK,Woods County,2017,9069,2.6,
OK,Woodward County,2017,20531,4.1,
TX,Texas,2017,28295273,4.3,
TX,Anderson County,2017,58175,3.9,
TX,Andrews County,2017,17603,3.1,
TX,Angelina County,2017,87572,5.1,
TX,Aransas County,2017,25392,6.8,
TX,Archer County,2017,8783,3.4,
TX,Armstrong County,2017,1867,6.1,
TX,Atascosa County,2017,49083,4.3,
TX,Austin County,2017,29722,4.4,
TX,Bailey County,2017,7066,4.3,
TX,Bandera County,2017,22327,3.6,
TX,Bastrop County,2017,84585,3.6,
TX,Baylor County,2017,3555,3.4,
TX,Bee County,2017,32592,6.5,
TX,Bell County,2017,347377,7.9,
TX,Bexar County,2017,1956988,3.5,
TX,Blanco County,2017,11481,2.7,
TX,Borden County,2017,670,3.4,
TX,Bosque County,2017,18295,4,
TX,Bowie County,2017,93458,4.6,
TX,Brazoria County,2017,361853,5.3,
TX,Brazos County,2017,223917,3.1,
TX,Brewster County,2017,9325,3.5,
TX,Briscoe County,2017,1514,4.3,
TX,Brooks County,2017,7132,4.5,
TX,Brown County,2017,37815,2.9,
TX,Burleson County,2017,18053,4.2,
TX,Burnet County,2017,46600,3.2,
TX,Caldwell County,2017,42328,5.3,
TX,Calhoun County,2017,21712,4.9,
TX,Callahan County,2017,13968,3.6,
TX,Cameron County,2017,422227,6.8,
TX,Camp County,2017,12845,5.6,
TX,Carson County,2017,6005,3.2,
TX,Cass County,2017,29966,4.5,
TX,Castro County,2017,7696,3.3,
TX,Chambers County,2017,41269,4.1,
TX,Cherokee County,2017,52116,4.1,
TX,Childress County,2017,7269,3,
TX,Clay County,2017,10484,4.3,
TX,Cochran County,2017,2853,4.6,
TX,Coke County,2017,3285,3.7,
TX,Coleman County,2017,8399,4.5,
TX,Collin County,2017,971864,3.5,
TX,Collingsworth County,2017,2964,3.5,
TX,Colorado County,2017,21291,4,
TX,Comal County,2017,140721,3.4,
TX,Comanche County,2017,13533,2.9,
TX,Concho County,2017,2707,4.2,
TX,Cooke County,2017,39932,3.6,
TX,Coryell County,2017,74760,4.4,
TX,Cottle County,2017,1375,4.2,
TX,Crane County,2017,4685,5.3,
TX,Crockett County,2017,3535,4.2,
TX,Crosby County,2017,5849,4.2,
TX,Culberson County,2017,2230,3.7,
TX,Dallam County,2017,7272,2.1,
TX,Dallas County,2017,2620154,7.5,
TX,Dawson County,2017,12744,3.8,
TX,Deaf Smith County,2017,18753,3,
TX,Delta County,2017,5276,3.9,
TX,Denton County,2017,835364,3.3,
TX,DeWitt County,2017,20180,4.4,
TX,Dickens County,2017,2190,4.9,
TX,Dimmit County,2017,10282,5.1,
TX,Donley County,2017,3340,3.6,
TX,Duval County,2017,11270,4.3,
TX,Eastland County,2017,18294,4.3,
TX,Ector County,2017,156951,4.1,
TX,Edwards County,2017,1929,4.6,
TX,Ellis County,2017,173405,2.5,
TX,El Paso County,2017,837401,3.2,
TX,Erath County,2017,41723,3.4,
TX,Falls County,2017,17340,4.2,
TX,Fannin County,2017,34550,4.8,
TX,Fayette County,2017,25119,4.7,
TX,Fisher County,2017,3874,3.6,
TX,Floyd County,2017,5830,5.2,
TX,Foard County,2017,1202,3.5,
TX,Fort Bend County,2017,767712,4.6,
TX,Franklin County,2017,10798,4.3,
TX,Freestone County,2017,19649,6.4,
TX,Frio County,2017,19895,3.9,
TX,Gaines County,2017,20553,3,
TX,Galveston County,2017,334633,5.3,
TX,Garza County,2017,6490,3.3,
TX,Gillespie County,2017,26483,2.6,
TX,Glasscock County,2017,1363,2.7,
TX,Goliad County,2017,7552,4.9,
TX,Gonzales County,2017,20742,3.5,
TX,Gray County,2017,22106,2,
TX,Grayson County,2017,131152,6.1,
TX,Gregg County,2017,122852,5.2,
TX,Grimes County,2017,27955,5.3,
TX,Guadalupe County,2017,159639,6.2,
TX,Hale County,2017,33954,5.9,
