State,County,Year,Population,Unemployment Rate,2019 Median Income
TX,Brazos County,2008,"185,098",3.9,
TX,Brewster County,2008,"8,868",3.7,
TX,Briscoe County,2008,"1,651",4.3,
TX,Brooks County,2008,"7,345",5.7,
TX,Brown County,2008,"38,135",3.8,
TX,Burleson County,2008,"17,025",4.4,
TX,Burnet County,2008,"42,477",3.9,
TX,Caldwell County,2008,"37,671",6.5,
TX,Calhoun County,2008,"21,127",5.7,
TX,Callahan County,2008,"13,474",3.6,
TX,Cameron County,2008,"393,000",9,
TX,Camp County,2008,"12,331",4.8,
TX,Carson County,2008,"6,260",3.3,
TX,Cass County,2008,"30,217",5.3,
TX,Castro County,2008,"7,758",3.6,
TX,Chambers County,2008,"31,619",14.4,
TX,Cherokee County,2008,"49,976",5.7,
TX,Childress County,2008,"7,123",5,
TX,Clay County,2008,"10,843",7.9,
TX,Cochran County,2008,"3,100",4.7,
TX,Coke County,2008,"3,348",7.7,
TX,Coleman County,2008,"8,899",4.1,
TX,Collin County,2008,"741,264",4.5,
TX,Collingsworth County,2008,"3,017",3.9,
TX,Colorado County,2008,"20,818",3.9,
TX,Comal County,2008,"103,272",4,
TX,Comanche County,2008,"13,834",3.2,
TX,Concho County,2008,"4,108",5.1,
TX,Cooke County,2008,"38,223",3.5,
TX,Coryell County,2008,"74,552",6.2,
TX,Cottle County,2008,"1,527",4,
TX,Crane County,2008,"4,157",4.1,
TX,Crockett County,2008,"3,783",8.9,
TX,Crosby County,2008,"6,192",4.9,
TX,Culberson County,2008,"2,490",2.9,
TX,Dallam County,2008,"6,506",3,
TX,Dallas County,2008,"2,314,018",11.1,
TX,Dawson County,2008,"13,804",5.9,
TX,Deaf Smith County,2008,"19,054",3.8,
TX,Delta County,2008,"5,252",4.4,
TX,Denton County,2008,"630,104",4.4,
TX,DeWitt County,2008,"19,902",4.1,
TX,Dickens County,2008,"2,400",5,
TX,Dimmit County,2008,"9,833",6.5,
TX,Donley County,2008,"3,688",4.3,
TX,Duval County,2008,"11,945",6.4,
TX,Eastland County,2008,"18,520",4.4,
TX,Ector County,2008,"133,064",3.4,
TX,Edwards County,2008,"2,084",6.3,
TX,Ellis County,2008,"144,394",3,
TX,El Paso County,2008,"769,930",5.7,
TX,Erath County,2008,"37,137",3.7,
TX,Falls County,2008,"17,698",5.8,
TX,Fannin County,2008,"33,870",6.2,
TX,Fayette County,2008,"24,347",7.2,
TX,Fisher County,2008,"4,065",3.8,
TX,Floyd County,2008,"6,528",6.5,
TX,Foard County,2008,"1,334",4.1,
TX,Fort Bend County,2008,"542,957",4.4,
TX,Franklin County,2008,"10,604",7.4,
TX,Freestone County,2008,"19,446",4,
TX,Frio County,2008,"16,939",5.3,
TX,Gaines County,2008,"16,641",3.8,
TX,Galveston County,2008,"288,643",5.6,
TX,Garza County,2008,"6,158",3.8,
TX,Gillespie County,2008,"24,206",3,
TX,Glasscock County,2008,"1,218",3.8,
TX,Goliad County,2008,"7,164",3.7,
TX,Gonzales County,2008,"19,538",3.9,
TX,Gray County,2008,"22,772",2.6,
TX,Grayson County,2008,"118,834",9.9,
TX,Gregg County,2008,"119,157",3.9,
TX,Grimes County,2008,"26,273",5.1,
TX,Guadalupe County,2008,"123,398",6.1,
TX,Hale County,2008,"35,662",7.4,
TX,Hall County,2008,"3,398",5.4,
TX,Hamilton County,2008,"8,497",7.3,
TX,Hansford County,2008,"5,512",3.2,
TX,Hardeman County,2008,"4,187",8.6,
TX,Hardin County,2008,"53,206",9.2,
TX,Harris County,2008,"3,938,580",4.7,
TX,Harrison County,2008,"64,107",5.9,
TX,Hartley County,2008,"5,820",3.3,
TX,Haskell County,2008,"5,839",2.7,
TX,Hays County,2008,"147,674",4.3,
TX,Hemphill County,2008,"3,680",1.9,
TX,Henderson County,2008,"78,033",7.2,
TX,Hidalgo County,2008,"736,694",4.3,
TX,Hill County,2008,"34,997",5.1,
TX,Hockley County,2008,"22,958",3.7,
TX,Hood County,2008,"50,112",4.2,
TX,Hopkins County,2008,"34,472",7.3,
TX,Houston County,2008,"23,635",4.9,
TX,Howard County,2008,"34,393",5.5,
TX,Hudspeth County,2008,"3,374",3.9,
TX,Hunt County,2008,"84,447",5.3,
TX,Hutchinson County,2008,"21,851",3.1,
TX,Irion County,2008,"1,571",3.5,
TX,Jack County,2008,"9,030",3.1,
TX,Jackson County,2008,"13,957",6.2,
TX,Jasper County,2008,"35,170",8.3,
TX,Jeff Davis County,2008,"2,316",9.8,
TX,Jefferson County,2008,"249,430",5.4,
TX,Jim Hogg County,2008,"5,198",3.8,
TX,Jim Wells County,2008,"40,554",4.2,
TX,Johnson County,2008,"148,635",4.7,
TX,Jones County,2008,"20,131",5.8,
TX,Karnes County,2008,"14,867",5.8,
TX,Kaufman County,2008,"99,285",5.2,
TX,Kendall County,2008,"31,754",5.8,
TX,Kenedy County,2008,410,3.4,
TX,Kent County,2008,787,4.9,
TX,Kerr County,2008,"48,852",3.9,
TX,Kimble County,2008,"4,520",3.7,
TX,King County,2008,272,4.5,
TX,Kinney County,2008,"3,507",5.2,
TX,Kleberg County,2008,"31,555",4.2,
TX,Knox County,2008,"3,650",6.4,
TX,Lamar County,2008,"49,467",8,
TX,Lamb County,2008,"14,036",4.4,
TX,Lampasas County,2008,"19,812",4,
TX,La Salle County,2008,"6,653",5.3,
TX,Lavaca County,2008,"19,185",3.4,
TX,Lee County,2008,"16,550",5.2,
TX,Leon County,2008,"16,832",4.7,
TX,Liberty County,2008,"74,915",4.4,
TX,Limestone County,2008,"23,065",4.7,
TX,Lipscomb County,2008,"3,183",2.8,
TX,Live Oak County,2008,"11,479",4.2,
TX,Llano County,2008,"19,034",4.2,
TX,Loving County,2008,61,7,
TX,Lubbock County,2008,"268,197",3.7,
TX,Lynn County,2008,"5,932",4.6,
TX,McCulloch County,2008,"8,203",3.9,
TX,McLennan County,2008,"229,037",4.5,
TX,McMullen County,2008,736,5.4,
TX,Madison County,2008,"13,340",4.2,
TX,Marion County,2008,"10,748",8,
TX,Martin County,2008,"4,558",7.1,
TX,Mason County,2008,"3,876",7.8,
TX,Matagorda County,2008,"36,708",6.7,
TX,Maverick County,2008,"52,190",10.6,
TX,Medina County,2008,"45,131",5.3,
TX,Menard County,2008,"2,217",5.5,
TX,Midland County,2008,"132,502",6.1,
TX,Milam County,2008,"25,065",5.4,
TX,Mills County,2008,"4,876",3.7,
TX,Mitchell County,2008,"9,285",6.8,
TX,Montague County,2008,"19,882",3.5,
TX,Montgomery County,2008,"429,818",5.9,
TX,Moore County,2008,"20,917",6.1,
TX,Morris County,2008,"13,092",4.8,
TX,Motley County,2008,"1,197",4.3,
TX,Nacogdoches County,2008,"62,957",4.3,
TX,Navarro County,2008,"47,408",5.4,
TX,Newton County,2008,"14,393",5.7,
TX,Nolan County,2008,"15,093",3.8,
TX,Nueces County,2008,"333,526",4.5,
TX,Ochiltree County,2008,"9,962",2.7,
TX,Oldham County,2008,"2,004",5.6,
TX,Orange County,2008,"82,612",5.3,
TX,Palo Pinto County,2008,"27,916",4.1,
TX,Panola County,2008,"23,537",8.3,
TX,Parker County,2008,"112,911",4.4,
TX,Parmer County,2008,"9,994",3.3,
TX,Pecos County,2008,"15,251",4.4,
TX,Polk County,2008,"45,794",5.2,
TX,Potter County,2008,"119,740",7.1,
TX,Presidio County,2008,"7,683",10.3,
TX,Rains County,2008,"11,022",5,
TX,Randall County,2008,"116,518",3.1,
TX,Reagan County,2008,"3,339",2,
TX,Real County,2008,"3,241",3.7,
TX,Red River County,2008,"12,922",6.4,
TX,Reeves County,2008,"13,211",5.7,
TX,Refugio County,2008,"7,430",3.8,
TX,Roberts County,2008,904,4.2,
TX,Robertson County,2008,"16,535",6.1,
TX,Rockwall County,2008,"73,929",4.5,
TX,Runnels County,2008,"10,444",4.7,
TX,Rusk County,2008,"52,195",4.3,
TX,Sabine County,2008,"10,565",8.9,
TX,San Augustine County,2008,"9,039",6.1,
TX,San Jacinto County,2008,"25,889",5.7,
TX,San Patricio County,2008,"66,417",5.3,
TX,San Saba County,2008,"5,965",5.4,
TX,Schleicher County,2008,"3,255",3.3,
TX,Scurry County,2008,"16,478",4,
TX,Shackelford County,2008,"3,314",2.6,
TX,Shelby County,2008,"25,381",3.7,
TX,Sherman County,2008,"3,035",3.1,
TX,Smith County,2008,"203,263",4,
TX,Somervell County,2008,"8,233",4.5,
TX,Starr County,2008,"59,763",11.3,
TX,Stephens County,2008,"9,556",6.2,
TX,Sterling County,2008,"1,169",2.8,
TX,Stonewall County,2008,"1,443",3.3,
TX,Sutton County,2008,"4,321",2,
TX,Swisher County,2008,"7,802",4.4,
TX,Tarrant County,2008,"1,745,602",4.8,
TX,Taylor County,2008,"128,903",6.7,
TX,Terrell County,2008,884,6.6,
TX,Terry County,2008,"12,394",4.1,
TX,Throckmorton County,2008,"1,635",3.4,
TX,Titus County,2008,"30,963",4.3,
TX,Tom Green County,2008,"107,639",4.1,
TX,Travis County,2008,"980,699",4.2,
TX,Trinity County,2008,"14,380",12.8,
TX,Tyler County,2008,"21,570",5.9,
TX,Upshur County,2008,"38,706",4.2,
TX,Upton County,2008,"3,231",3.1,
TX,Uvalde County,2008,"26,206",5.7,
TX,Val Verde County,2008,"47,882",5.8,
TX,Van Zandt County,2008,"52,470",4.3,
TX,Victoria County,2008,"85,762",3.8,
TX,Walker County,2008,"65,726",5.7,
TX,Waller County,2008,"40,578",5,
TX,Ward County,2008,"10,588",3,
TX,Washington County,2008,"32,869",8.4,
TX,Webb County,2008,"240,287",5.3,
TX,Wharton County,2008,"40,893",4.3,
TX,Wheeler County,2008,"5,199",7.1,
TX,Wichita County,2008,"130,340",3.2,
TX,Wilbarger County,2008,"13,506",3.5,
TX,Willacy County,2008,"21,763",8.8,
TX,Williamson County,2008,"395,437",6.9,
TX,Wilson County,2008,"41,657",5.6,
TX,Winkler County,2008,"7,024",3.7,
TX,Wise County,2008,"58,181",4.3,
TX,Wood County,2008,"41,722",6.8,
TX,Yoakum County,2008,"7,765",3,
TX,Young County,2008,"18,104",3.4,
TX,Zapata County,2008,"13,640",5.5,
TX,Zavala County,2008,"11,725",10.6,
OR,Baker County,2008,"16,195",5.8,
OR,Benton County,2008,"84,150",4.1,
OR,Clackamas County,2008,"371,103",5.7,
OR,Clatsop County,2008,"36,825",5.3,
OR,Columbia County,2008,"49,209",7,
OR,Coos County,2008,"63,226",5.2,
OR,Crook County,2008,"21,811",9.9,
OR,Curry County,2008,"22,305",3.2,
OR,Deschutes County,2008,"156,820",8.2,
OR,Douglas County,2008,"107,316",4.2,
OR,Gilliam County,2008,"1,886",4.3,
OR,Grant County,2008,"7,303",5.2,
OR,Harney County,2008,"7,375",9.5,
OR,Hood River County,2008,"21,589",5.4,
OR,Jackson County,2008,"201,162",6.2,
OR,Jefferson County,2008,"21,885",5.4,
OR,Josephine County,2008,"82,389",9.2,
OR,Klamath County,2008,"66,732",9.2,
OR,Lake County,2008,"7,961",10.7,
OR,Lane County,2008,"348,176",3.7,
OR,Lincoln County,2008,"45,915",8.1,
OR,Linn County,2008,"114,967",4.1,
OR,Malheur County,2008,"31,311",7.5,
OR,Marion County,2008,"309,729",8,
OR,Morrow County,2008,"11,002",7.1,
OR,Multnomah County,2008,"712,989",5.9,
OR,Polk County,2008,"74,346",5.2,
OR,Sherman County,2008,"1,691",3.1,
OR,Tillamook County,2008,"25,151",5.5,
OR,Umatilla County,2008,"74,488",6.6,
OR,Union County,2008,"25,473",6.4,
OR,Wallowa County,2008,"6,900",7.6,
OR,Wasco County,2008,"24,617",6.1,
OR,Washington County,2008,"515,815",8.4,
OR,Wheeler County,2008,"1,399",7.1,
OR,Yamhill County,2008,"97,537",6.5,
OK,Oklahoma,2009,"3,717,572",6.4,
OK,Adair County,2009,"22,477",5.8,
OK,Alfalfa County,2009,"5,585",4.8,
OK,Atoka County,2009,"14,155",8.2,
OK,Beaver County,2009,"5,562",3.5,
OK,Beckham County,2009,"22,369",5.9,
OK,Blaine County,2009,"11,896",8.4,
OK,Bryan County,2009,"41,859",7.8,
OK,Caddo County,2009,"29,459",6.2,
OK,Canadian County,2009,"113,186",5.5,
OK,Carter County,2009,"47,421",12.5,
OK,Cherokee County,2009,"46,492",11.7,
OK,Choctaw County,2009,"15,127",13.5,
OK,Cimarron County,2009,"2,495",3.7,
OK,Cleveland County,2009,"251,803",8.1,
OK,Coal County,2009,"5,962",8.5,
OK,Comanche County,2009,"119,952",3.5,
OK,Cotton County,2009,"6,179",4.4,
OK,Craig County,2009,"14,914",5.6,
OK,Creek County,2009,"69,535",8,
OK,Custer County,2009,"27,284",6.2,
OK,Delaware County,2009,"41,290",10.7,
OK,Dewey County,2009,"4,770",4.3,
OK,Ellis County,2009,"4,127",3.9,
OK,Garfield County,2009,"59,989",7,
OK,Garvin County,2009,"27,582",5.7,
OK,Grady County,2009,"52,231",9.7,
OK,Grant County,2009,"4,484",7.1,
OK,Greer County,2009,"6,273",7.7,
OK,Harmon County,2009,"2,861",5.4,
OK,Harper County,2009,"3,654",5.1,
OK,Haskell County,2009,"12,772",3.3,
OK,Hughes County,2009,"13,705",10.2,
OK,Jackson County,2009,"26,256",12.8,
OK,Jefferson County,2009,"6,521",10.8,
OK,Johnston County,2009,"10,838",9.9,
OK,Kay County,2009,"46,814",7.4,
OK,Kingfisher County,2009,"14,901",4.4,
OK,Kiowa County,2009,"9,445",4.2,
OK,Latimer County,2009,"11,155",10.7,
OK,Le Flore County,2009,"49,989",9.8,
OK,Lincoln County,2009,"34,027",9.9,
OK,Logan County,2009,"41,116",9.2,
OK,Love County,2009,"9,340",5.2,
OK,McClain County,2009,"33,822",5.7,
OK,McCurtain County,2009,"33,002",10.4,
OK,McIntosh County,2009,"20,160",10.1,
OK,Major County,2009,"7,557",4.5,
OK,Marshall County,2009,"15,652",10.2,
OK,Mayes County,2009,"41,093",8.5,
OK,Murray County,2009,"13,373",13,
OK,Muskogee County,2009,"70,677",7.5,
OK,Noble County,2009,"11,536",17.2,
OK,Nowata County,2009,"10,595",8.7,
OK,Okfuskee County,2009,"12,094",8.1,
OK,Oklahoma County,2009,"711,595",6.1,
OK,Okmulgee County,2009,"39,817",9.1,
OK,Osage County,2009,"47,445",7.8,
OK,Ottawa County,2009,"31,883",5.6,
OK,Pawnee County,2009,"16,559",3.8,
OK,Payne County,2009,"76,859",6.1,
OK,Pittsburg County,2009,"45,887",6.2,
OK,Pontotoc County,2009,"37,283",10.2,
OK,Pottawatomie County,2009,"69,002",5.7,
OK,Pushmataha County,2009,"11,574",8.3,
OK,Roger Mills County,2009,"3,615",4.5,
OK,Rogers County,2009,"86,577",6.9,
OK,Seminole County,2009,"25,428",9.8,
OK,Sequoyah County,2009,"42,208",9.5,
OK,Stephens County,2009,"44,799",10.6,
OK,Texas County,2009,"20,128",9.2,
OK,Tillman County,2009,"8,016",7,
OK,Tulsa County,2009,"597,748",6.5,
OK,Wagoner County,2009,"72,143",6.5,
OK,Washington County,2009,"50,754",15.1,
OK,Washita County,2009,"11,664",5.6,
OK,Woods County,2009,"8,708",4.2,
OK,Woodward County,2009,"20,467",6.2,
IA,Adair County,2009,"7,676",5.8,
IA,Adams County,2009,"4,047",8.5,
IA,Allamakee County,2009,"14,263",10.2,
IA,Appanoose County,2009,"12,896",8.7,
IA,Audubon County,2009,"6,136",5.8,
IA,Benton County,2009,"26,117",6.4,
IA,Black Hawk County,2009,"130,595",6.1,
IA,Boone County,2009,"26,360",7.5,
IA,Bremer County,2009,"24,183",5.4,
IA,Buchanan County,2009,"21,016",6.6,
IA,Buena Vista County,2009,"20,004",5.2,
IA,Butler County,2009,"14,699",16.4,
IA,Calhoun County,2009,"9,684",11.1,
IA,Carroll County,2009,"20,743",6.1,
IA,Cass County,2009,"13,949",6.9,
IA,Cedar County,2009,"18,458",5.6,
IA,Cerro Gordo County,2009,"44,239",6.9,
IA,Cherokee County,2009,"11,953",11.7,
IA,Chickasaw County,2009,"12,465",8.9,
IA,Clarke County,2009,"9,228",16.5,
IA,Clay County,2009,"16,708",16.7,
IA,Clayton County,2009,"18,185",11.8,
IA,Clinton County,2009,"49,147",8.5,
IA,Crawford County,2009,"16,944",7.8,
IA,Dallas County,2009,"64,489",21.1,
IA,Davis County,2009,"8,701",9.1,
IA,Decatur County,2009,"8,506",12.7,
IA,Delaware County,2009,"17,755",10.7,
IA,Des Moines County,2009,"40,379",8,
IA,Dickinson County,2009,"16,666",7.1,
IA,Dubuque County,2009,"92,948",6.6,
IA,Emmet County,2009,"10,361",8.3,
IA,Fayette County,2009,"20,939",14,
IA,Floyd County,2009,"16,248",10.5,
IA,Franklin County,2009,"10,656",13.4,
IA,Fremont County,2009,"7,453",8.5,
IA,Greene County,2009,"9,329",15.3,
IA,Grundy County,2009,"12,447",12.2,
IA,Guthrie County,2009,"10,939",6.3,
IA,Hamilton County,2009,"15,739",11.2,
IA,Hancock County,2009,"11,371",19.6,
IA,Hardin County,2009,"17,535",11,
IA,Harrison County,2009,"14,972",9.2,
IA,Henry County,2009,"20,202",11.2,
IA,Howard County,2009,"9,568",8,
IA,Humboldt County,2009,"9,843",10.7,
IA,Ida County,2009,"7,090",5.4,
IA,Iowa County,2009,"16,406",7.1,
IA,Jackson County,2009,"19,841",12.8,
IA,Jasper County,2009,"36,879",12.5,
IA,Jefferson County,2009,"16,782",10.8,
IA,Johnson County,2009,"129,864",7.2,
IA,Jones County,2009,"20,562",8.6,
IA,Keokuk County,2009,"10,552",8,
IA,Kossuth County,2009,"15,630",5.9,
IA,Lee County,2009,"35,856",9.4,
IA,Linn County,2009,"210,217",6.1,
IA,Louisa County,2009,"11,416",8.3,
IA,Lucas County,2009,"8,948",6.4,
IA,Lyon County,2009,"11,557",4.3,
IA,Madison County,2009,"15,510",8,
IA,Mahaska County,2009,"22,364",8.3,
IA,Marion County,2009,"33,468",16.6,
IA,Marshall County,2009,"40,280",10.2,
IA,Mills County,2009,"15,056",4.6,
IA,Mitchell County,2009,"10,763",10,
IA,Monona County,2009,"9,247",7.5,
IA,Monroe County,2009,"7,924",19.5,
IA,Montgomery County,2009,"10,803",10.5,
IA,Muscatine County,2009,"42,783",8.7,
IA,O'Brien County,2009,"14,412",5.3,
IA,Osceola County,2009,"6,509",11.2,
IA,Page County,2009,"15,885",8.6,
IA,Palo Alto County,2009,"9,510",7.1,
IA,Plymouth County,2009,"24,904",4.7,
IA,Pocahontas County,2009,"7,395",5.7,
IA,Polk County,2009,"425,737",7.6,
IA,Pottawattamie County,2009,"92,395",5.1,
IA,Poweshiek County,2009,"18,958",6.8,
IA,Ringgold County,2009,"5,119",5.5,
IA,Sac County,2009,"10,342",5.1,
IA,Scott County,2009,"163,582",6.8,
IA,Shelby County,2009,"12,165",7.8,
IA,Sioux County,2009,"33,587",4.4,
IA,Story County,2009,"89,285",4.7,
IA,Tama County,2009,"17,833",7.2,
IA,Taylor County,2009,"6,355",10.8,
IA,Union County,2009,"12,527",10.3,
IA,Van Buren County,2009,"7,628",10.5,
IA,Wapello County,2009,"35,481",8.7,
IA,Warren County,2009,"45,926",18.1,
IA,Washington County,2009,"21,692",15.1,
IA,Wayne County,2009,"6,393",11.8,
IA,Webster County,2009,"38,316",10,
IA,Winnebago County,2009,"10,917",15,
IA,Winneshiek County,2009,"21,025",6.3,
IA,Woodbury County,2009,"101,581",5.7,
IA,Worth County,2009,"7,610",10.1,
IA,Wright County,2009,"13,262",7.4,
TX,Anderson County,2009,"58,410",7.6,
TX,Andrews County,2009,"14,601",7,
TX,Angelina County,2009,"86,029",8.2,
TX,Aransas County,2009,"23,291",6.8,
TX,Archer County,2009,"9,023",5.9,
TX,Armstrong County,2009,"1,911",9.1,
TX,Atascosa County,2009,"44,623",7.4,
TX,Austin County,2009,"28,254",7.3,
TX,Bailey County,2009,"7,050",5.6,
TX,Bandera County,2009,"20,365",6.5,
TX,Bastrop County,2009,"73,587",7.9,
TX,Baylor County,2009,"3,726",5.6,
TX,Bee County,2009,"31,864",9,
TX,Bell County,2009,"301,050",12,
TX,Bexar County,2009,"1,685,628",6.7,
TX,Blanco County,2009,"10,315",5.2,
TX,Borden County,2009,618,5.4,
TX,Bosque County,2009,"18,004",7.8,
TX,Bowie County,2009,"92,231",6.6,
TX,Brazoria County,2009,"309,236",8.1,
TX,Brazos County,2009,"191,434",5.5,
TX,Brewster County,2009,"9,054",5.1,
TX,Briscoe County,2009,"1,634",5,
TX,Brooks County,2009,"7,297",8.6,
TX,Brown County,2009,"38,001",4.5,
TX,Burleson County,2009,"17,076",6.9,
TX,Burnet County,2009,"42,611",6.1,
TX,Caldwell County,2009,"37,829",10,
TX,Calhoun County,2009,"21,388",11.1,
TX,Callahan County,2009,"13,548",5.8,
TX,Cameron County,2009,"400,303",17.1,
TX,Camp County,2009,"12,364",8.9,
TX,Carson County,2009,"6,220",5.8,
TX,Cass County,2009,"30,297",6.9,
TX,Castro County,2009,"7,856",4.8,
TX,Chambers County,2009,"34,230",19.6,
TX,Cherokee County,2009,"50,447",11.7,
TX,Childress County,2009,"7,030",6.1,
TX,Clay County,2009,"10,832",16.7,
TX,Cochran County,2009,"3,086",6.4,
TX,Coke County,2009,"3,310",8.1,
TX,Coleman County,2009,"8,867",6.9,
TX,Collin County,2009,"765,791",7.3,
TX,Collingsworth County,2009,"3,042",5.4,
TX,Colorado County,2009,"20,784",6.4,
TX,Comal County,2009,"106,350",6.1,
TX,Comanche County,2009,"13,912",3.5,
TX,Concho County,2009,"4,076",7.1,
TX,Cooke County,2009,"38,413",6.5,
TX,Coryell County,2009,"74,673",8.2,
TX,Cottle County,2009,"1,509",5.5,
TX,Crane County,2009,"4,333",8.7,
TX,Crockett County,2009,"3,740",13.1,
TX,Crosby County,2009,"6,057",6.9,
TX,Culberson County,2009,"2,384",4,
TX,Dallam County,2009,"6,571",4.2,
TX,Dallas County,2009,"2,346,378",21.1,
TX,Dawson County,2009,"13,741",10,
TX,Deaf Smith County,2009,"19,084",5.2,
TX,Delta County,2009,"5,180",7.1,
TX,Denton County,2009,"649,702",7.1,
TX,DeWitt County,2009,"20,048",7.5,
TX,Dickens County,2009,"2,423",7.2,
TX,Dimmit County,2009,"9,848",10,
TX,Donley County,2009,"3,670",5.8,
TX,Duval County,2009,"11,917",10.5,
TX,Eastland County,2009,"18,497",7.5,
TX,Ector County,2009,"136,930",8.1,
TX,Edwards County,2009,"2,012",9.1,
TX,Ellis County,2009,"147,392",3.9,
TX,El Paso County,2009,"786,759",7.9,
TX,Erath County,2009,"37,594",6.3,
TX,Falls County,2009,"17,762",8.7,
TX,Fannin County,2009,"33,865",10.5,
TX,Fayette County,2009,"24,470",14,
TX,Fisher County,2009,"4,014",6,
TX,Floyd County,2009,"6,508",10.5,
TX,Foard County,2009,"1,321",5.7,
TX,Fort Bend County,2009,"569,130",7.1,
TX,Franklin County,2009,"10,601",13.4,
TX,Freestone County,2009,"19,743",6.3,
TX,Frio County,2009,"17,120",7.5,
TX,Gaines County,2009,"17,163",6.3,
TX,Galveston County,2009,"287,428",8.2,
TX,Garza County,2009,"6,368",5.2,
TX,Gillespie County,2009,"24,608",4.4,
TX,Glasscock County,2009,"1,224",4.6,
TX,Goliad County,2009,"7,157",6.9,
TX,Gonzales County,2009,"19,628",5.5,
TX,Gray County,2009,"22,719",3,
TX,Grayson County,2009,"120,069",14.7,
TX,Gregg County,2009,"121,238",7.1,
TX,Grimes County,2009,"26,422",8.6,
TX,Guadalupe County,2009,"128,265",7.9,
TX,Hale County,2009,"35,926",14.3,
TX,Hall County,2009,"3,343",9.4,
TX,Hamilton County,2009,"8,527",11.2,
TX,Hansford County,2009,"5,556",5.2,
TX,Hardeman County,2009,"4,086",12.7,
TX,Hardin County,2009,"54,228",11,
TX,Harris County,2009,"4,034,866",7.3,
TX,Harrison County,2009,"65,185",9.2,
TX,Hartley County,2009,"5,970",4.1,
TX,Haskell County,2009,"5,862",3.3,
TX,Hays County,2009,"153,619",6.6,
TX,Hemphill County,2009,"3,802",3.4,
TX,Henderson County,2009,"78,231",9.6,
TX,Hidalgo County,2009,"757,468",8.2,
TX,Hill County,2009,"35,005",5.5,
TX,Hockley County,2009,"23,086",6.7,
TX,Hood County,2009,"50,841",7.2,
TX,Hopkins County,2009,"34,919",9.2,
TX,Houston County,2009,"23,660",9.3,
TX,Howard County,2009,"34,882",8,
TX,Hudspeth County,2009,"3,423",5.4,
TX,Hunt County,2009,"85,261",8.2,
TX,Hutchinson County,2009,"22,184",4.2,
TX,Irion County,2009,"1,587",5.2,
TX,Jack County,2009,"9,057",6.2,
TX,Jackson County,2009,"14,089",12.8,
TX,Jasper County,2009,"35,331",12.5,
TX,Jeff Davis County,2009,"2,326",13.8,
TX,Jefferson County,2009,"251,332",10.8,
TX,Jim Hogg County,2009,"5,260",7.7,
TX,Jim Wells County,2009,"40,633",9,
TX,Johnson County,2009,"150,583",7.2,
TX,Jones County,2009,"20,093",8.6,
TX,Karnes County,2009,"14,805",9,
TX,Kaufman County,2009,"101,709",8.2,
TX,Kendall County,2009,"32,655",10.1,
TX,Kenedy County,2009,403,6,
TX,Kent County,2009,793,8.1,
TX,Kerr County,2009,"49,427",5.8,
TX,Kimble County,2009,"4,623",5.2,
TX,King County,2009,279,5.1,
TX,Kinney County,2009,"3,568",7.7,
TX,Kleberg County,2009,"31,876",6.7,
TX,Knox County,2009,"3,647",9.6,
TX,Lamar County,2009,"49,600",16,
TX,Lamb County,2009,"13,791",7.1,
TX,Lampasas County,2009,"19,652",5.8,
TX,La Salle County,2009,"6,771",9.2,
TX,Lavaca County,2009,"19,226",5.7,
TX,Lee County,2009,"16,565",9.4,
TX,Leon County,2009,"16,862",7.1,
TX,Liberty County,2009,"75,041",5.8,
TX,Limestone County,2009,"23,173",9.8,
TX,Lipscomb County,2009,"3,326",6.8,
TX,Live Oak County,2009,"11,410",7,
TX,Llano County,2009,"19,175",6.9,
TX,Loving County,2009,77,9.3,
TX,Lubbock County,2009,"274,252",5.4,
TX,Lynn County,2009,"5,927",6,
TX,McCulloch County,2009,"8,365",7.9,
TX,McLennan County,2009,"231,679",6.7,
TX,McMullen County,2009,699,6.9,
TX,Madison County,2009,"13,483",8,
TX,Marion County,2009,"10,669",16.6,
TX,Martin County,2009,"4,710",11,
TX,Mason County,2009,"3,982",12.3,
TX,Matagorda County,2009,"36,579",10,
TX,Maverick County,2009,"53,434",14.3,
TX,Medina County,2009,"45,605",7.7,
TX,Menard County,2009,"2,227",7.4,
TX,Midland County,2009,"136,238",9.7,
TX,Milam County,2009,"24,864",10.9,
TX,Mills County,2009,"4,877",4.6,
TX,Mitchell County,2009,"9,399",10,
TX,Montague County,2009,"19,768",7.1,
TX,Montgomery County,2009,"445,836",10.5,
TX,Moore County,2009,"21,575",10.1,
TX,Morris County,2009,"12,954",7,
TX,Motley County,2009,"1,200",5.4,
TX,Nacogdoches County,2009,"64,012",6.5,
TX,Navarro County,2009,"47,584",7.8,
TX,Newton County,2009,"14,446",8,
TX,Nolan County,2009,"15,128",6.3,
TX,Nueces County,2009,"338,220",6.7,
TX,Ochiltree County,2009,"10,225",5.9,
TX,Oldham County,2009,"2,040",8.3,
TX,Orange County,2009,"81,586",8.7,
TX,Palo Pinto County,2009,"28,071",7.8,
TX,Panola County,2009,"23,678",12.2,
TX,Parker County,2009,"115,802",7.6,
TX,Parmer County,2009,"10,082",4.4,
TX,Pecos County,2009,"15,490",8.6,
TX,Polk County,2009,"45,537",7.6,
TX,Potter County,2009,"120,118",11.1,
TX,Presidio County,2009,"7,593",16.2,
TX,Rains County,2009,"10,956",8,
TX,Randall County,2009,"119,084",4.6,
TX,Reagan County,2009,"3,377",6,
TX,Real County,2009,"3,274",5.5,
TX,Red River County,2009,"12,835",9.2,
